identifier,usPort,foreignPort,vessel,estimateArrival,actualArrival,pieces,contents
20150206747,"Long Beach,California","Ningpo ,China (Mainland)",COSCO EXCELLENCE,2014-04-23,2014-04-26,28,OILFIELD EQUIPMENT
20150206794,"Long Beach,California","Hong Kong,Hong Kong",COSCO EXCELLENCE,2014-04-23,2014-04-26,504,CABLE MODEM
20150206798,"Long Beach,California","Wuhu,China (Mainland)",COSCO EXCELLENCE,2014-04-23,2014-04-26,15,YOKE 4304438
20150206810,"Long Beach,California","Hong Kong,Hong Kong",COSCO EXCELLENCE,2014-04-23,2014-04-26,2058,GARMENT: SHIRT
20150206798,"Long Beach,California","Wuhu,China (Mainland)",COSCO EXCELLENCE,2014-04-23,2014-04-26,16,HUB 165C226
20150206753,"Long Beach,California","Ningpo ,China (Mainland)",COSCO EXCELLENCE,2014-04-23,2014-04-26,9,LITE CEMENT FURNITURES & PLANTERS
20150206876,"Long Beach,California","Wuhu,China (Mainland)",COSCO EXCELLENCE,2014-04-23,2014-04-26,345,FRIDGE
20150206810,"Long Beach,California","Hong Kong,Hong Kong",COSCO EXCELLENCE,2014-04-23,2014-04-26,3000,GARMENT: SHIRT
20150206798,"Long Beach,California","Wuhu,China (Mainland)",COSCO EXCELLENCE,2014-04-23,2014-04-26,17,COUNTERSHAFT 19549
20150206849,"Long Beach,California","Hong Kong,Hong Kong",COSCO EXCELLENCE,2014-04-23,2014-04-26,65,MIRRORED CABINET
20150206798,"Long Beach,California","Wuhu,China (Mainland)",COSCO EXCELLENCE,2014-04-23,2014-04-26,17,OUTSHAFT 4303649
2015031075,"New York/Newark Area,Newark,New Jersey","Portocel,Brazil",LIMARI,2014-04-23,2014-04-23,44,"5280 PIECES INTO 44 (FORTY-FOUR) BOX NEW AUTOMOTIVE PARTS INVOICE CURE84815328-01 NCM 84145990 RE 14 0412721-001 SD 2140315134 2SCACCODE BANQ HBL BANQCWB0350397 NET WEIGHT 8.764,80 KG GROSS WEIGHT 10.912,00 KG HS-CODE 84145990"
20150206760,"Long Beach,California","Ningpo ,China (Mainland)",COSCO EXCELLENCE,2014-04-23,2014-04-26,180,NYLON BAGS & BACKPACKS
2015031088,"New York/Newark Area,Newark,New Jersey","Port do Pecem,Brazil",LIMARI,2014-04-23,2014-04-23,2268,1X40 HC 2268 CARTONS WITH COCONUT WATER AND VITAMIN C DELISHE BRAND WALGREENS (12X500ML) IN 21 WOODEN PALLETS SID 2014-01-13 011FCE 23302 INVOICE - CONTAINER 126 2014 TCNU7545672 RE 14 0458837-001 DDE 2140352357 6 NET WEIGHT 14175.000 KG NCM HS 20098990FREIGHT PREPAID SHIPPED ON BOARD HS-CODE 20098990 ENVIO DE AMS SCAC CODE BANQSSA0054263
20150206751,"Long Beach,California","Ningpo ,China (Mainland)",COSCO EXCELLENCE,2014-04-23,2014-04-26,9,DEFROST TIMER FOR REFRIGERATOR
2015031091,"New York/Newark Area,Newark,New Jersey","Port do Pecem,Brazil",LIMARI,2014-04-23,2014-04-23,2268,1X40 HC 2268 CARTONS WITH COCONUT WATER AND VITAMIN C AND PINEAPPLE JUICE DELISHE BRAND WALGREENS (12X500ML) IN 21 WOODEN PALLETSSID 2014-01-13 012 FCE 23302 INVOICE - CONTAINER 136 2014 DRYU9007122 RE 14 0458562-001 DDE 2140352848 9 NET WEIGHT 14175.000 KGNCM HS 20098990 FREIGHT PREPAID SHIPPED ON BOARD ENVIO DE AMS SCAC CODE BANQSSA0054266 HS-CODE 20098990
20150206760,"Long Beach,California","Ningpo ,China (Mainland)",COSCO EXCELLENCE,2014-04-23,2014-04-26,450,NYLON BAGS & BACKPACKS
20150206811,"Long Beach,California","Wuhu,China (Mainland)",COSCO EXCELLENCE,2014-04-23,2014-04-26,877,PLASTIC TOOTHPAST TUBE
20150206760,"Long Beach,California","Ningpo ,China (Mainland)",COSCO EXCELLENCE,2014-04-23,2014-04-26,528,NYLON BAGS & BACKPACKS
2015042047,"Tacoma,Washington","Shanghai ,China (Mainland)",EVER EAGLE,2014-04-24,2014-04-26,485,"LADY BAGS,LUGGAGE,EVA TROLLY CASE"
2015042071,"Tacoma,Washington","Ningpo ,China (Mainland)",EVER EAGLE,2014-04-24,2014-04-26,2080,"LIQUID SOAP,PETROLEUM JELLY"
2015042011,"Tacoma,Washington","Tsingtao,China (Mainland)",EVER EAGLE,2014-04-24,2014-04-26,1745,GLASS FOOD STORAGE CONTAINER
2015042078,"Tacoma,Washington","Ningpo ,China (Mainland)",EVER EAGLE,2014-04-24,2014-04-26,522,TOILET BOWL CLEANER
2015042032,"Tacoma,Washington","Shanghai ,China (Mainland)",EVER EAGLE,2014-04-24,2014-04-26,1077,NON WOVEN BAGS
2015042083,"Tacoma,Washington","Ningpo ,China (Mainland)",EVER EAGLE,2014-04-24,2014-04-26,1691,HOME DECO STICKER MIRROR STICKER SET
2015042038,"Tacoma,Washington","Shanghai ,China (Mainland)",EVER EAGLE,2014-04-24,2014-04-26,1500,TOY PLUSH OWL DOLL
20150420129,"Tacoma,Washington","Ningpo ,China (Mainland)",EVER EAGLE,2014-04-24,2014-04-26,1000,LICENSED HAIR BRUSH
2015042042,"Tacoma,Washington","Shanghai ,China (Mainland)",EVER EAGLE,2014-04-24,2014-04-26,1694,NOTEBOOK
2015042048,"Tacoma,Washington","Ningpo ,China (Mainland)",EVER EAGLE,2014-04-24,2014-04-26,3063,STORAGE BAGS
2015042044,"Tacoma,Washington","Shanghai ,China (Mainland)",EVER EAGLE,2014-04-24,2014-04-26,2500,"4 IN 1 TOY MODELING,DOUGH SHAPER KIT LISA FRANK AWESOME ACTIVITY SET"
2015042097,"Tacoma,Washington","Ningpo ,China (Mainland)",EVER EAGLE,2014-04-24,2014-04-26,1063,"METAL TONGS,NYLON KITCHEN SPOON NYLON KITCHEN SPATULA"
2015042036,"Tacoma,Washington","Shanghai ,China (Mainland)",EVER EAGLE,2014-04-24,2014-04-26,134,"KAYAK,WITH POLE AND BASE,PRINTING FOR ROLL UP STAND,CAP"
201504206,"Tacoma,Washington","Ningpo ,China (Mainland)",EVER EAGLE,2014-04-24,2014-04-26,720,"READING GLASSES,KEY CHAIN,EYEGLASS  CASE"
2015042019,"Tacoma,Washington","Tsingtao,China (Mainland)",EVER EAGLE,2014-04-24,2014-04-26,35,BRAKE ROTOR AND DRUM
2015042026,"Tacoma,Washington","Shanghai ,China (Mainland)",EVER EAGLE,2014-04-24,2014-04-26,7920,WIRE FRAME BAG HOLDER
20150420111,"Tacoma,Washington","Ningpo ,China (Mainland)",EVER EAGLE,2014-04-24,2014-04-26,900,BUBBLE
2015042020,"Tacoma,Washington","Tsingtao,China (Mainland)",EVER EAGLE,2014-04-24,2014-04-26,37,BRAKE ROTOR AND DRUM
2015042080,"Tacoma,Washington","Ningpo ,China (Mainland)",EVER EAGLE,2014-04-24,2014-04-26,1625,BUBBLE
2015042024,"Tacoma,Washington","Shanghai ,China (Mainland)",EVER EAGLE,2014-04-24,2014-04-26,19,SPRING
20150420110,"Tacoma,Washington","Ningpo ,China (Mainland)",EVER EAGLE,2014-04-24,2014-04-26,1585,"PLASTIC CUP,PLASTIC  TOOTHBRUSH HOLDER"
2015042020,"Tacoma,Washington","Tsingtao,China (Mainland)",EVER EAGLE,2014-04-24,2014-04-26,32,BRAKE ROTOR AND DRUM
20150420102,"Tacoma,Washington","Ningpo ,China (Mainland)",EVER EAGLE,2014-04-24,2014-04-26,288,LED CRAFT  LIGHT(MOODLIGHT SIDEKICK)
2015042023,"Tacoma,Washington","Shanghai ,China (Mainland)",EVER EAGLE,2014-04-24,2014-04-26,20,80% MPO-62 & 20% PPG425 (PROPOXYLATED METHANOL GLYCOL ETHER)
20150420130,"Tacoma,Washington","Ningpo ,China (Mainland)",EVER EAGLE,2014-04-24,2014-04-26,2000,LICENSED SCHOOL BAG
2015042025,"Tacoma,Washington","Shanghai ,China (Mainland)",EVER EAGLE,2014-04-24,2014-04-26,104,"WATER PUMP SCROLL CASE,JOURNAL,HOUSING CROSSHEAD FUEL,INJECT SLEEVE"
2015042015,"Tacoma,Washington","Tsingtao,China (Mainland)",EVER EAGLE,2014-04-24,2014-04-26,3050,LDPE ZIPPER BAGS
201504203,"Tacoma,Washington","Ningpo ,China (Mainland)",EVER EAGLE,2014-04-24,2014-04-26,2393,"PILL ORGANIZER,ARTIFICIAL HAIR,FOLDABLE BAG,SUN GLASSES SHAPED CAR FRESHENER,NON STICK GRILLING BASKET,LASER INTERACTIVE"
2015042046,"Tacoma,Washington","Shanghai ,China (Mainland)",EVER EAGLE,2014-04-24,2014-04-26,850,NOTEBOOK
2015042065,"Tacoma,Washington","Ningpo ,China (Mainland)",EVER EAGLE,2014-04-24,2014-04-26,1925,CANDLE HOLDERS
201504284811,"Boston,Massachusetts","Hong Kong,Hong Kong",COSCO FOS,2014-04-24,2015-04-25,1010,FROZEN TILAPIA FILLET
2015042063,"Tacoma,Washington","Ningpo ,China (Mainland)",EVER EAGLE,2014-04-24,2014-04-26,1758,LED LAMP
2015042014,"Tacoma,Washington","Tsingtao,China (Mainland)",EVER EAGLE,2014-04-24,2014-04-26,1756,GALVANIZED POST SUPPORTS
201504207,"Tacoma,Washington","Ningpo ,China (Mainland)",EVER EAGLE,2014-04-24,2014-04-26,1000,WATER COLOR PEN
2015042014,"Tacoma,Washington","Tsingtao,China (Mainland)",EVER EAGLE,2014-04-24,2014-04-26,1716,GLAVANIZED POST SUPPORTS
2015042089,"Tacoma,Washington","Ningpo ,China (Mainland)",EVER EAGLE,2014-04-24,2014-04-26,1680,MULTIPIECE CLEAR MAGNET ASSORTMENT CRAFT SEQUIN PICTURE CREATION KIT
2015042017,"Tacoma,Washington","Tsingtao,China (Mainland)",EVER EAGLE,2014-04-24,2014-04-26,33,BRAKE ROTOR AND DRUM
2015042098,"Tacoma,Washington","Ningpo ,China (Mainland)",EVER EAGLE,2014-04-24,2014-04-26,1700,PHOTO FRAME
2015042034,"Tacoma,Washington","Shanghai ,China (Mainland)",EVER EAGLE,2014-04-24,2014-04-26,1758,LED LAMP
20150420107,"Tacoma,Washington","Ningpo ,China (Mainland)",EVER EAGLE,2014-04-24,2014-04-26,1200,6PC 3D SELF ADHESIVE MIRROR STICKER
2015042033,"Tacoma,Washington","Shanghai ,China (Mainland)",EVER EAGLE,2014-04-24,2014-04-26,4250,HALOGEN LAMPS
2015042064,"Tacoma,Washington","Ningpo ,China (Mainland)",EVER EAGLE,2014-04-24,2014-04-26,1000,ADULT SIZE PARTY WIG
2015042028,"Tacoma,Washington","Shanghai ,China (Mainland)",EVER EAGLE,2014-04-24,2014-04-26,24,HIGH MANGANESE STEEL
2015042075,"Tacoma,Washington","Ningpo ,China (Mainland)",EVER EAGLE,2014-04-24,2014-04-26,2532,8PC BALLOONS WITH STICKS AND HOLDER CUPS BALLOON INFLATOR AIR PUMP GLOW-IN-THE-DARK GROW ZOMBIE GLOW-IN-THE-DARK GROW DINOSAUR 6PK TINTED SHOT GLASSES HAIR ACCESSORIES IN ORGANZA BAG
2015042013,"Tacoma,Washington","Tsingtao,China (Mainland)",EVER EAGLE,2014-04-24,2014-04-26,48,5.0MM-4X8 TRI-PLY UNDERLAYMENT CARB P2 NATURAL BIRCH 2 SIDES
2015042066,"Tacoma,Washington","Ningpo ,China (Mainland)",EVER EAGLE,2014-04-24,2014-04-26,923,PAPER CUPS LIDS
2015042035,"Tacoma,Washington","Shanghai ,China (Mainland)",EVER EAGLE,2014-04-24,2014-04-26,1758,LED LAMP
2015042081,"Tacoma,Washington","Ningpo ,China (Mainland)",EVER EAGLE,2014-04-24,2014-04-26,2400,8PK RUG GRIPPERS
2015042041,"Tacoma,Washington","Shanghai ,China (Mainland)",EVER EAGLE,2014-04-24,2014-04-26,188,TOOTHBRUSH
2015042091,"Tacoma,Washington","Ningpo ,China (Mainland)",EVER EAGLE,2014-04-24,2014-04-26,1570,PLASTIC GUTTER GARD MESH
2015042021,"Tacoma,Washington","Tsingtao,China (Mainland)",EVER EAGLE,2014-04-24,2014-04-26,77,SCREWS
20150420116,"Tacoma,Washington","Ningpo ,China (Mainland)",EVER EAGLE,2014-04-24,2014-04-26,1846,PICTURE FRAME ROUND GLASS PLATE WALL CLOCK 4PICTURE PLASTIC PHOTO FRAME
2015042031,"Tacoma,Washington","Shanghai ,China (Mainland)",EVER EAGLE,2014-04-24,2014-04-26,1440,NAILS
20150420116,"Tacoma,Washington","Ningpo ,China (Mainland)",EVER EAGLE,2014-04-24,2014-04-26,1700,PICTURE FRAME ROUND GLASS PLATE WALL CLOCK 4PICTURE PLASTIC PHOTO FRAME
2015042016,"Tacoma,Washington","Tsingtao,China (Mainland)",EVER EAGLE,2014-04-24,2014-04-26,23,BRAKE ROTOR AND DRUM
2015042037,"Tacoma,Washington","Shanghai ,China (Mainland)",EVER EAGLE,2014-04-24,2014-04-26,770,NOTEBOOK
2015042057,"Tacoma,Washington","Ningpo ,China (Mainland)",EVER EAGLE,2014-04-24,2014-04-26,1500,PLASTIC FRAME
2015042045,"Tacoma,Washington","Shanghai ,China (Mainland)",EVER EAGLE,2014-04-24,2014-04-26,2000,"BEADED/SHIMMER,NAIL DECORATION SET"
2015042829802,"New York,New York","Pusan,South Korea",HANJIN MARSEILLES,2014-04-24,2015-04-25,6,HIGH BAY LAMP
2015042059,"Tacoma,Washington","Ningpo ,China (Mainland)",EVER EAGLE,2014-04-24,2014-04-26,1082,PLASTIC CUP
2015042012,"Tacoma,Washington","Tsingtao,China (Mainland)",EVER EAGLE,2014-04-24,2014-04-26,2525,LDPE ZIPPER BAGS
20150420128,"Tacoma,Washington","Ningpo ,China (Mainland)",EVER EAGLE,2014-04-24,2014-04-26,1260,BUBBLE
2015042040,"Tacoma,Washington","Shanghai ,China (Mainland)",EVER EAGLE,2014-04-24,2014-04-26,1200,INCENSE STICKS
2015042058,"Tacoma,Washington","Ningpo ,China (Mainland)",EVER EAGLE,2014-04-24,2014-04-26,2400,WOOD RECTANGULAR DRY ERASE BOARD
2015042027,"Tacoma,Washington","Shanghai ,China (Mainland)",EVER EAGLE,2014-04-24,2014-04-26,46,"TRACTION PIN,STATOR FR.CASTING"
20150420119,"Tacoma,Washington","Ningpo ,China (Mainland)",EVER EAGLE,2014-04-24,2014-04-26,140,BAMBOO BATHING BRUSH
201502061032,"Long Beach,California","Yantian,China (Mainland)",COSCO EXCELLENCE,2014-04-25,2014-04-26,64,HALOGEN LANPS&LED LAMPS
20150206697,"Long Beach,California","Ningpo ,China (Mainland)",COSCO EXCELLENCE,2014-04-25,2014-04-26,17,ALLUMINIUM ALLOY WHEELS CHROME
201502061145,"Long Beach,California","Yantian,China (Mainland)",COSCO EXCELLENCE,2014-04-25,2014-04-26,2124,THERMOSTAT /FAULT DETECTOR
20150206749,"Long Beach,California","Ningpo ,China (Mainland)",COSCO EXCELLENCE,2014-04-25,2014-04-26,387,RINTED BOOKS+BOOK JACKETS
2015031063,"New York,New York","Yantian,China (Mainland)",CMA CGM FIGARO,2014-04-25,2014-04-29,23,BRAKE ROTORS
20150206749,"Long Beach,California","Ningpo ,China (Mainland)",COSCO EXCELLENCE,2014-04-25,2014-04-26,658,PRINTED BOOKS+BOOK JACKETS
2015021436,"New York,New York","Yantian,China (Mainland)",CMA CGM FIGARO,2014-04-25,2014-04-29,650,FAMILY EGG NOODLES HAND ROLLING NOODLES FDA1 .
201502061162,"Long Beach,California","Ningpo ,China (Mainland)",COSCO EXCELLENCE,2014-04-25,2014-04-26,350,SNAP FRAME
20150206833,"Long Beach,California","Wuhu,China (Mainland)",COSCO EXCELLENCE,2014-04-25,2014-04-26,670,COMB
20150206779,"Long Beach,California","Yantian,China (Mainland)",COSCO EXCELLENCE,2014-04-25,2014-04-26,47,STONE BATHTUB
20150206838,"Long Beach,California","Wuhu,China (Mainland)",COSCO EXCELLENCE,2014-04-25,2014-04-26,19,WATERPROOF CASE FOR TELEPHONE
20150206805,"Long Beach,California","Yantian,China (Mainland)",COSCO EXCELLENCE,2014-04-25,2014-04-26,4,SOLAR INVERTER
20150206832,"Long Beach,California","Wuhu,China (Mainland)",COSCO EXCELLENCE,2014-04-25,2014-04-26,286,TELESCOPE
20150206927,"Long Beach,California","Yantian,China (Mainland)",COSCO EXCELLENCE,2014-04-25,2014-04-26,216,CHARCOAL GRILL
20150206405,"Long Beach,California","Ningpo ,China (Mainland)",COSCO EXCELLENCE,2014-04-25,2014-04-26,33,HYDRAULIC MOTOR  PARTS
20150206978,"Long Beach,California","Yantian,China (Mainland)",COSCO EXCELLENCE,2014-04-25,2014-04-26,155,TIME AND ATTENDANCE DEVICE
20150206836,"Long Beach,California","Wuhu,China (Mainland)",COSCO EXCELLENCE,2014-04-25,2014-04-26,32,D/S TISSUE TAPE
201502061048,"Long Beach,California","Yantian,China (Mainland)",COSCO EXCELLENCE,2014-04-25,2014-04-26,486,CAP CASE CORNER
20150206830,"Long Beach,California","Wuhu,China (Mainland)",COSCO EXCELLENCE,2014-04-25,2014-04-26,380,COMPACT FLUORESCENT LAMP
2015020774,"New York,New York","Yantian,China (Mainland)",CMA CGM FIGARO,2014-04-25,2014-04-29,785,CARGO 1 EMPTY COMPACT EMPTY BLUSH COMPACT EMP . . .
20150206826,"Long Beach,California","Wuhu,China (Mainland)",COSCO EXCELLENCE,2014-04-25,2014-04-26,184,2L STAINLESS STEEL AIRPOT
201502061071,"Long Beach,California","Yantian,China (Mainland)",COSCO EXCELLENCE,2014-04-25,2014-04-26,13,WHEEL CHAIRS SPARE PARTS
201502061159,"Long Beach,California","Ningpo ,China (Mainland)",COSCO EXCELLENCE,2014-04-25,2014-04-26,978,THERMOSTAT GUARD
201502061055,"Long Beach,California","Yantian,China (Mainland)",COSCO EXCELLENCE,2014-04-25,2014-04-26,4,PORTABLE POWER BANK
201502061128,"Long Beach,California","Xiamen,China (Mainland)",COSCO EXCELLENCE,2014-04-25,2014-04-26,26,FAUCET PARTS
201502061111,"Long Beach,California","Yantian,China (Mainland)",COSCO EXCELLENCE,2014-04-25,2014-04-26,442,EXERCISE MAT
201502061155,"Long Beach,California","Ningpo ,China (Mainland)",COSCO EXCELLENCE,2014-04-25,2014-04-26,579,MASCARA
201502061143,"Long Beach,California","Yantian,China (Mainland)",COSCO EXCELLENCE,2014-04-25,2014-04-26,1359,WATER PITCHER
201502061160,"Long Beach,California","Ningpo ,China (Mainland)",COSCO EXCELLENCE,2014-04-25,2014-04-26,2000,KNOOK BEGINNER KIT
201502061143,"Long Beach,California","Yantian,China (Mainland)",COSCO EXCELLENCE,2014-04-25,2014-04-26,2039,WATER PITCHER
201502061126,"Long Beach,California","Xiamen,China (Mainland)",COSCO EXCELLENCE,2014-04-25,2014-04-26,23,PET GROOMING TOOLS
20150206694,"Long Beach,California","Ningpo ,China (Mainland)",COSCO EXCELLENCE,2014-04-25,2014-04-26,18,ALLUMINIUM WHEELS ASSY
20150206837,"Long Beach,California","Wuhu,China (Mainland)",COSCO EXCELLENCE,2014-04-25,2014-04-26,12,FAUCET PARTS
20150206778,"Long Beach,California","Yantian,China (Mainland)",COSCO EXCELLENCE,2014-04-25,2014-04-26,446,PU HANDBAGS
20150206355,"Long Beach,California","Ningpo ,China (Mainland)",COSCO EXCELLENCE,2014-04-25,2014-04-26,56,AUTOMOTIVE COMPONENTS BRAKE EQUIPMENT
20150206974,"Long Beach,California","Yantian,China (Mainland)",COSCO EXCELLENCE,2014-04-25,2014-04-26,540,8 DOOR WALL CABINET
20150206782,"Long Beach,California","Ningpo ,China (Mainland)",COSCO EXCELLENCE,2014-04-25,2014-04-26,1700,GOLF CLUBS
201502061051,"Long Beach,California","Yantian,China (Mainland)",COSCO EXCELLENCE,2014-04-25,2014-04-26,13,PLASTIC FILM LABEL
20150206782,"Long Beach,California","Ningpo ,China (Mainland)",COSCO EXCELLENCE,2014-04-25,2014-04-26,1640,GOLF CLUBS
201502061123,"Long Beach,California","Yantian,China (Mainland)",COSCO EXCELLENCE,2014-04-25,2014-04-26,16,COUPLING HARDWARE/SCREW/ACTUATOR (VALVE PART)
20150206782,"Long Beach,California","Ningpo ,China (Mainland)",COSCO EXCELLENCE,2014-04-25,2014-04-26,1635,GOLF CLUBS
201502061133,"Long Beach,California","Xiamen,China (Mainland)",COSCO EXCELLENCE,2014-04-25,2014-04-26,70,DISPOSABLE PEEP VALVE
20150206835,"Long Beach,California","Wuhu,China (Mainland)",COSCO EXCELLENCE,2014-04-25,2014-04-26,320,PLASTIC COMPONENT
201502061057,"Long Beach,California","Yantian,China (Mainland)",COSCO EXCELLENCE,2014-04-25,2014-04-26,62,PAPER GIFT BAGS
20150206831,"Long Beach,California","Wuhu,China (Mainland)",COSCO EXCELLENCE,2014-04-25,2014-04-26,101,GOLF PRO SERIES BUCKLE
201502061077,"Long Beach,California","Yantian,China (Mainland)",COSCO EXCELLENCE,2014-04-25,2014-04-26,1884,AUDIO EQUIPMENT(SURGE SUPPRESSOR)
20150206841,"Long Beach,California","Wuhu,China (Mainland)",COSCO EXCELLENCE,2014-04-25,2014-04-26,53,INLET COVER
201502061077,"Long Beach,California","Yantian,China (Mainland)",COSCO EXCELLENCE,2014-04-25,2014-04-26,2747,AUDIO EQUIPMENT(SURGE SUPPRESSOR)
201502061129,"Long Beach,California","Xiamen,China (Mainland)",COSCO EXCELLENCE,2014-04-25,2014-04-26,65,GOLF SHAFTS
201502061041,"Long Beach,California","Yantian,China (Mainland)",COSCO EXCELLENCE,2014-04-25,2014-04-26,200,GOLF BAG
201502061129,"Long Beach,California","Xiamen,China (Mainland)",COSCO EXCELLENCE,2014-04-25,2014-04-26,45,GOLF SHAFTS
201502061063,"Long Beach,California","Yantian,China (Mainland)",COSCO EXCELLENCE,2014-04-25,2014-04-26,137,HDMI SPLITTER&VIDEO CONVERTER&HDMI
201502061132,"Long Beach,California","Xiamen,China (Mainland)",COSCO EXCELLENCE,2014-04-25,2014-04-26,184,PLUMBING SUPPLIES
201502061067,"Long Beach,California","Yantian,China (Mainland)",COSCO EXCELLENCE,2014-04-25,2014-04-26,60,KAYAK W/SMALL FOOT
20150206757,"Long Beach,California","Wuhu,China (Mainland)",COSCO EXCELLENCE,2014-04-25,2014-04-26,7430,SEATS
201502061140,"Long Beach,California","Yantian,China (Mainland)",COSCO EXCELLENCE,2014-04-25,2014-04-26,351,CUBE KIT POST BASE KIT
20150206360,"Long Beach,California","Ningpo ,China (Mainland)",COSCO EXCELLENCE,2014-04-25,2014-04-26,56,AUTOMOTIVE COMPONENTS BRAKE EQUIPMENT
201502061139,"Long Beach,California","Yantian,China (Mainland)",COSCO EXCELLENCE,2014-04-25,2014-04-26,319,CANNER RACK WIRE CHROME
201502061158,"Long Beach,California","Ningpo ,China (Mainland)",COSCO EXCELLENCE,2014-04-25,2014-04-26,2367,THERMOSTAT GUARD
201502061094,"Long Beach,California","Yantian,China (Mainland)",COSCO EXCELLENCE,2014-04-25,2014-04-26,18,TACTILE PEGS MAGNETIC WANDS
20150206756,"Long Beach,California","Wuhu,China (Mainland)",COSCO EXCELLENCE,2014-04-25,2014-04-26,370,LAVATORIES
201502061104,"Long Beach,California","Yantian,China (Mainland)",COSCO EXCELLENCE,2014-04-25,2014-04-26,400,DIRECT CURRENT MINIATURE MOTOR
20150206756,"Long Beach,California","Wuhu,China (Mainland)",COSCO EXCELLENCE,2014-04-25,2014-04-26,216,ONE-PIECES
201502061094,"Long Beach,California","Yantian,China (Mainland)",COSCO EXCELLENCE,2014-04-25,2014-04-26,72,TACTILE PEGS MAGNETIC WANDS
20150206776,"Long Beach,California","Ningpo ,China (Mainland)",COSCO EXCELLENCE,2014-04-25,2014-04-26,299,VANITY MIRROR CABINET
201502061094,"Long Beach,California","Yantian,China (Mainland)",COSCO EXCELLENCE,2014-04-25,2014-04-26,368,SINGLE-SIDED GEOBOARD COLOR CUBE
20150206776,"Long Beach,California","Ningpo ,China (Mainland)",COSCO EXCELLENCE,2014-04-25,2014-04-26,254,VANITY BASE CABINET
201502061122,"Long Beach,California","Yantian,China (Mainland)",COSCO EXCELLENCE,2014-04-25,2014-04-26,424,VALUE LINE TOD COT COVER
20150206845,"Long Beach,California","Wuhu,China (Mainland)",COSCO EXCELLENCE,2014-04-25,2014-04-26,73,GR DIAMOND UNIVERSAL 51GR MENS 58R
201502061122,"Long Beach,California","Yantian,China (Mainland)",COSCO EXCELLENCE,2014-04-25,2014-04-26,723,VALUE LINE COT CORNER
201502061127,"Long Beach,California","Xiamen,China (Mainland)",COSCO EXCELLENCE,2014-04-25,2014-04-26,22,ASSY HEC VALVE ACCESSORIES
20150206993,"Long Beach,California","Yantian,China (Mainland)",COSCO EXCELLENCE,2014-04-25,2014-04-26,605,VEX IQ CONTROLLER
201502061130,"Long Beach,California","Xiamen,China (Mainland)",COSCO EXCELLENCE,2014-04-25,2014-04-26,67,GIRLS COTTON FINE KNITTED CARDIGAN
20150206781,"Long Beach,California","Yantian,China (Mainland)",COSCO EXCELLENCE,2014-04-25,2014-04-26,1286,STATIONERY NOTEBOOKS BOOKMARKS PENCIL
20150206829,"Long Beach,California","Wuhu,China (Mainland)",COSCO EXCELLENCE,2014-04-25,2014-04-26,41,LAMKIN CROSSLINE GRIP
20150206977,"Long Beach,California","Yantian,China (Mainland)",COSCO EXCELLENCE,2014-04-25,2014-04-26,400,ELECTRONIC BALLAST
20150206846,"Long Beach,California","Wuhu,China (Mainland)",COSCO EXCELLENCE,2014-04-25,2014-04-26,69,0917 NON-CHILD CELL PHONE CASE
201502061047,"Long Beach,California","Yantian,China (Mainland)",COSCO EXCELLENCE,2014-04-25,2014-04-26,32,GRATING GRID FOR DRIP TRAY
20150206846,"Long Beach,California","Wuhu,China (Mainland)",COSCO EXCELLENCE,2014-04-25,2014-04-26,4,2701 NON-CHILD FAUX EYELASH GLUE
20150206695,"Long Beach,California","Ningpo ,China (Mainland)",COSCO EXCELLENCE,2014-04-25,2014-04-26,18,ALLUMINIUM ALLOY WHEELS CHROME
2015031298,"New York,New York","Yantian,China (Mainland)",CMA CGM FIGARO,2014-04-25,2014-04-29,23,BRAKE ROTORS
20150206847,"Long Beach,California","Wuhu,China (Mainland)",COSCO EXCELLENCE,2014-04-25,2014-04-26,251,FAUCET COMPONENTS
201502061021,"Long Beach,California","Yantian,China (Mainland)",COSCO EXCELLENCE,2014-04-25,2014-04-26,510,BUMBLE BEE MOLDED SIPPER
20150206846,"Long Beach,California","Wuhu,China (Mainland)",COSCO EXCELLENCE,2014-04-25,2014-04-26,1,2705 NON-CHILD FINGERNAIL GEMS
201502061016,"Long Beach,California","Yantian,China (Mainland)",COSCO EXCELLENCE,2014-04-25,2014-04-26,2501,HARDWARE(DOOR HINGE;BRACKET;KIT SET; DOOR COMPONENT)
201502061125,"Long Beach,California","Xiamen,China (Mainland)",COSCO EXCELLENCE,2014-04-25,2014-04-26,125,LCD MONITOR
201502061042,"Long Beach,California","Yantian,China (Mainland)",COSCO EXCELLENCE,2014-04-25,2014-04-26,400,BATHROOM  HARDWARE AND ACCESSORIES
20150206827,"Long Beach,California","Wuhu,China (Mainland)",COSCO EXCELLENCE,2014-04-25,2014-04-26,36,MICROFIBER TOWER
2015020744,"New York,New York","Yantian,China (Mainland)",CMA CGM FIGARO,2014-04-25,2014-04-29,23,BRAKE ROTORS
201502061134,"Long Beach,California","Xiamen,China (Mainland)",COSCO EXCELLENCE,2014-04-25,2014-04-26,72,WHEELCHAIR PARTS
20150206834,"Long Beach,California","Wuhu,China (Mainland)",COSCO EXCELLENCE,2014-04-25,2014-04-26,56,DRIVER WITH MULTI-PORT CONNECTOR FOR
201502061019,"Long Beach,California","Yantian,China (Mainland)",COSCO EXCELLENCE,2014-04-25,2014-04-26,255,K/D FURNITURE(BED)
